eid,eff_doi,title,source,doctype,abstract_status,decision,reason_category,confidence,judged_on,mechanism_family,study_type,performance_reported,one_line
2-s2.0-85085959044,10.1007/978-3-030-33570-0_19,Adaptive skins: towards new material systems,Research for Development,Book Chapter,ok,include,,high,abstract,material-driven,experiment,multiple,facade + physical movement (shape memory; soft robot)
2-s2.0-85091338421,10.52842/conf.caadria.2020.1.579,Parametric modelling and simulation of an indoor temperature responsive rotational shading system design,Re Anthropocene Design in the Age of Humans Proceedings of the 25th International Conference on Computer Aided Architectural Design Research in Asia Caadria 2020,Conference Paper,ok,include,,high,abstract,mechanical,prototype,multiple,facade + physical movement (rotational shading; shading system rotating)
2-s2.0-85097526375,10.21533/pen.v8.i3.1222,Designing a dynamic fenestration to improve visual performance in educational spaces using daylight,Periodicals of Engineering and Natural Sciences,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85128244716,10.52842/conf.ecaade.2020.1.133,Hygrosensitive Kinetic Facade: A full-scale meteorosensitive shading system based on wood's self-actuated hygroscopic behavior,Proceedings of the International Conference on Education and Research in Computer Aided Architectural Design in Europe,Conference Paper,ok,include,,high,abstract,material-driven,experiment,none,facade + physical movement (actuated; hygroscopic; kinetic facade)
2-s2.0-85088049126,10.1016/j.promfg.2020.02.212,Transformable building envelope design in architectural education,Procedia Manufacturing,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85086049751,10.1007/978-3-030-47016-6_3,Selected high-performance building envelopes,Green Energy and Technology,Book Chapter,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85185220756,,The Impact of Static and Dynamic Solar Screens on the Indoor Thermal Environment and Predicted Thermal Comfort,PLEA 2020 35th PLEA Conference on Passive and Low Energy Architecture Planning Post Carbon Cities Proceedings,Conference Paper,missing,exclude,not_facade,low,title_only,,,,no facade context and no movement signal
2-s2.0-85085959535,10.52842/conf.caadria.2020.1.035,Thermo-shading: Digital design and additive manufacturing of SMP prototypes,Re Anthropocene Design in the Age of Humans Proceedings of the 25th International Conference on Computer Aided Architectural Design Research in Asia Caadria 2020,Conference Paper,ok,include,,high,abstract,material-driven,experiment,none,facade + physical movement (actuator)
2-s2.0-85085729836,10.1117/12.2558972,Aerodynamic mitigation of origami-inspired building structures subjected to hurricane wind loads,Proceedings of SPIE the International Society for Optical Engineering,Conference Paper,ok,include,,high,abstract,origami-deployable,experiment,none,facade + physical movement (kirigami; origami)
2-s2.0-85141912564,,"Single-Skin and Multi-Skin Building Envelopes in Extreme Sub-Arctic Climates: Biophilic, Healthy Lighting and Thermal Performance Evaluations",PLEA 2020 35th PLEA Conference on Passive and Low Energy Architecture Planning Post Carbon Cities Proceedings,Conference Paper,missing,uncertain_fulltext,,low,title_only,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85099731186,,Dynamics of tensegrity solar FaÇades operating as mechanical energy harvesters,Proceedings of the International Conference on Structural Dynamic Eurodyn,Conference Paper,missing,uncertain_fulltext,,low,title_only,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85103648888,,Semi-passive architecture facade design,Proceedings of the International Conference of Architectural Science Association,Conference Paper,missing,uncertain_fulltext,,low,title_only,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85090284654,10.2478/rtuect-2020-0027,Solar Facade Module for Nearly Zero Energy Building. Extended Test Period,Environmental and Climate Technologies,Article,ok,exclude,facade_no_movement,high,abstract,,,,"thermal-dynamic, no moving part (pcm)"
2-s2.0-85089282163,10.1016/b978-0-12-819481-2.00012-x,Building integrated photobioreactor,Bio Based Materials and Biotechnologies for Eco Efficient Construction,Book Chapter,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85104924617,10.52842/conf.acadia.2020.1.360,Adaptive textile facades through the integration of shape memory alloy,Proceedings of the 40th Annual Conference of the Association for Computer Aided Design in Architecture Distributed Proximities Acadia 2020,Conference Paper,ok,include,,high,abstract,material-driven,experiment,energy,facade + physical movement (actuator; facade deployment; shape memory)
2-s2.0-85096044479,10.7480/jfde.2020.1.4700,A novel approach to shape memory alloys applied to passive adaptive shading systems,Journal of Facade Design and Engineering,Article,ok,include,,high,abstract,material-driven,experiment,none,facade + physical movement (actuator; shape memory; shape-memory)
2-s2.0-105007397822,10.1002/9783433609613.ch37,The use of biological models for building engineering design,Physical Models their Historical and Current Use in Civil and Building Engineering Design,Book Chapter,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85184995407,,Thermo-Spatial Performances of Eight Responsive Envelopes Simulation Studies Benchmarking Built Active Solar Shading Envelopes,PLEA 2020 35th PLEA Conference on Passive and Low Energy Architecture Planning Post Carbon Cities Proceedings,Conference Paper,missing,uncertain_fulltext,,low,title_only,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85090259646,10.4186/ej.2020.24.4.229,Prototype of automated shading device: preliminary development,Engineering Journal,Article,ok,include,,high,abstract,mechanical,prototype,multiple,facade + physical movement (actuator; shading devices particularly movable)
2-s2.0-85083065546,10.1007/978-3-030-29041-2_35,Moving Forward to 3D/4D Printed Building Facades,Lecture Notes in Mechanical Engineering,Conference Paper,ok,include,,high,abstract,material-driven,unclear,energy,facade + physical movement (4d print; kinetic facade)
2-s2.0-85108424163,10.14455/isec.res.2020.7(1).str-36,Effect of applied interior thermal insulation systems on the energy performance of a historical/contemporary masonry,Proceedings of International Structural Engineering and Construction,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85128206398,10.52842/conf.ecaade.2020.2.641,Extending the Passive Actuation of Low-tech Architectural Adaptive Systems by Integrating Hygroscopic and Thermal Properties of Wood,Proceedings of the International Conference on Education and Research in Computer Aided Architectural Design in Europe,Conference Paper,ok,include,,high,abstract,material-driven,experiment,energy,facade + physical movement (hygroscopic)
2-s2.0-85091330349,10.52842/conf.caadria.2020.1.223,Hygro-compliant: Responsive architecture with passively actuated compliant mechanisms,Re Anthropocene Design in the Age of Humans Proceedings of the 25th International Conference on Computer Aided Architectural Design Research in Asia Caadria 2020,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,movement mechanism but facade context unclear
2-s2.0-85100391054,,The modern movement heritage: Proto-bioclimatic solutions and building elements,Rehabend,Conference Paper,missing,exclude,not_facade,low,title_only,,,,"cross-domain (music), no facade context"
2-s2.0-85105728083,,Quantifying the residential demand response participation of dynamic building envelopes,ASHRAE Transactions,Conference Paper,missing,uncertain_fulltext,,low,title_only,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85096921942,10.14455/isec.res.2020.7(1).str-36,Effect of applied interior thermal insulation systems on the energy performance of a historical/contemporary masonry,3rd European and Mediterranean Structural Engineering and Construction Conference 2020 Euro Med Sec 2020,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85075417999,10.1016/j.energy.2019.116448,Comparison of energy conservation measures considering adaptive thermal comfort and climate change in existing Mediterranean dwellings,Energy,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85088013001,10.1016/j.promfg.2020.02.238,Bioclimatic building design theory and application,Procedia Manufacturing,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85096784584,10.1115/smasis2020-2302,Design optimization of shape memory alloy-based adaptive building skins for thermal regulation,ASME 2020 Conference on Smart Materials Adaptive Structures and Intelligent Systems Smasis 2020,Conference Paper,ok,include,,high,abstract,material-driven,simulation,energy,facade + physical movement (actuator; shape memory; shape-memory)
2-s2.0-85112202244,,Improving the Energy Efficiency Of a Mediterranean High-Rise Envelope,Ctbuh Journal,Article,missing,uncertain_fulltext,,low,title_only,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85090829802,,Numerical and experimental characterization of the thermal behavior of complex fenestrations systems under dynamic conditions,Building Simulation Applications,Conference Paper,missing,uncertain_fulltext,,low,title_only,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85105096140,10.1016/j.ifacol.2020.12.1585,Facade-integrated semi-active vibration control for wind-excited super-slender tall buildings,IFAC Papersonline,Conference Paper,ok,include,,high,abstract,unclear,unclear,comfort,facade + physical movement (movable)
2-s2.0-85097549274,10.3992/jgb.15.4.67,Self-adapting faÇade systems: Experimentation regarding the exploitation of thermal dilation,Journal of Green Building,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85070110145,10.1016/j.renene.2019.07.119,Carbon counter electrode mesoscopic ambient processed & characterised perovskite for adaptive BIPV fenestration,Renewable Energy,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85095409202,,Investigating the impacts of solar screens on occupant's thermal comfort: An observational field study,ASHRAE Transactions,Conference Paper,missing,exclude,not_facade,low,title_only,,,,no facade context and no movement signal
2-s2.0-85184995809,,The influence of discomfort glare on shading devices and its implications for daylit offices in tropical regions,PLEA 2020 35th PLEA Conference on Passive and Low Energy Architecture Planning Post Carbon Cities Proceedings,Conference Paper,missing,uncertain_fulltext,,low,title_only,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85142154875,,Auto-Responsive Technologies: Criteria for usage in opaque facade thermal rehabilitation,PLEA 2020 35th PLEA Conference on Passive and Low Energy Architecture Planning Post Carbon Cities Proceedings,Conference Paper,missing,uncertain_fulltext,,low,title_only,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85141912734,,Photobiological Climate-Based Lighting Adaptation Scenarios for High-Performance Biophilic Buildings,PLEA 2020 35th PLEA Conference on Passive and Low Energy Architecture Planning Post Carbon Cities Proceedings,Conference Paper,missing,exclude,not_facade,low,title_only,,,,no facade context and no movement signal
