eid,doi,title,year,source,doctype,oa_concepts,stage1_decision,reason_category,method,signals
2-s2.0-85083834833,10.3390/su11247096,A Study on Multi-Objective Parametric Design Tool for Surround-Type Movable Shading Device,2019,Sustainability Switzerland,Article,Daylight:0.755; Shading:0.617; Facade:0.521; Computer science:0.495; Simulation:0.491; Daylighting:0.461; Illuminance:0.442; Workflow:0.425,include,kinetic_facade,rule,strong:movable | bldg:daylight; facade; shading device
2-s2.0-85078610203,10.15627/jd.2019.14,Photobioreactors as a dynamic shading system conceived for an outdoor workspace of the state library of queensland in brisbane: Study of daylighting performances,2019,Journal of Daylighting,Article,Shading:0.885; Daylight:0.872; Photobioreactor:0.744; Illuminance:0.703; Daylighting:0.637; Environmental science:0.61; Workspace:0.486; Sunlight:0.473,uncertain,soft_motion_facade,ai,soft:dynamic | bldg:daylight; shading system
2-s2.0-85077167867,10.1177/1478077119891840,Development of a hybrid behavioural and thermal adaptive building envelope,2019,International Journal of Architectural Computing,Article,Envelope (radar):0.846; Adaptive behaviour:0.753; Adaptive behavior:0.583; Adaptive strategies:0.561; Thermal comfort:0.535; Computer science:0.506; Scale (ratio):0.501; Building envelope:0.486,uncertain,soft_motion_facade,ai,soft:adaptive | bldg:building; envelope; thermal comfort
2-s2.0-85075131861,10.1177/1478077119886528,Hybrid design method for wind-adaptive architecture,2019,International Journal of Architectural Computing,Article,Envelope (radar):0.605; Microclimate:0.602; Architectural geometry:0.539; Building envelope:0.519; Process (computing):0.511; Linkage (software):0.499; Engineering:0.465; Finite element method:0.453,uncertain,soft_motion_facade,ai,soft:adaptive | bldg:architect; building; envelope
2-s2.0-85065818964,10.1016/j.renene.2019.04.121,Influence of slat angle and low-emissive partitioning radiant energy veils on the thermal performance of multilayered windows for dynamic facades,2019,Renewable Energy,Article,Glazing:0.95; Transmittance:0.615; Materials science:0.587; Thermal:0.586; Optics:0.571; Solar gain:0.56; Parametric statistics:0.528; Radiant energy:0.523,uncertain,soft_motion_facade,ai,soft:dynamic | bldg:facade; glazing; window
2-s2.0-85073719492,10.1016/j.autcon.2019.102959,Self-reconfigurable façade-cleaning robot equipped with deep-learning-based crack detection based on convolutional neural networks,2019,Automation in Construction,Article,Convolutional neural network:0.781; Process (computing):0.642; Robot:0.639; Artificial intelligence:0.638; Deep learning:0.568; Computer science:0.513; Modular design:0.496; Set (abstract data type):0.487,uncertain,soft_motion_facade,ai,soft:reconfigurable | bldg:façade
2-s2.0-85072262008,10.1016/j.apenergy.2019.113896,Improved thermal-electrical-optical model and performance assessment of a PV-blind embedded glazing façade system with complex shading effects,2019,Applied Energy,Article,Shading:0.799; Glazing:0.738; Facade:0.596; Daylighting:0.463; Solar gain:0.457; Simulation:0.445; Longitude:0.443; Shadow (psychology):0.433,uncertain,facade_no_explicit_motion,ai,bldg:blind; daylight; facade
2-s2.0-85075214518,10.1016/j.jsr.2019.09.002,Market basket analysis of safety at active highway-railroad grade crossings,2019,Journal of Safety Research,Article,Signage:0.823; Transport engineering:0.61; Visibility:0.583; Poison control:0.54; Sign (mathematics):0.433; Engineering:0.403; Computer security:0.342; Applied psychology:0.322,exclude,transport_infra,rule,transport_infra:grade crossing; highway
2-s2.0-85076256444,10.1088/1742-6596/1343/1/012162,Shaping light to influence occupants' experience of space: A kinetic shading system with composite materials,2019,Journal of Physics Conference Series,Conference Paper,Daylight:0.834; Shading:0.805; Illuminance:0.66; Daylighting:0.651; Computer science:0.62; Simulation:0.484; Architectural engineering:0.435; Environmental science:0.327,include,kinetic_facade,rule,strong:kinetic | bldg:architect; daylight; occupant
2-s2.0-85076262438,10.1088/1742-6596/1343/1/012172,The energy of the green: Green facades and vertical farm as dynamic envelope for resilient building,2019,Journal of Physics Conference Series,Conference Paper,Retrofitting:0.9; Architectural engineering:0.666; Competition (biology):0.56; Environmentally friendly:0.511; Ecological footprint:0.484; Building envelope:0.463; Business:0.4; Engineering:0.373,uncertain,soft_motion_facade,ai,soft:dynamic | bldg:architect; building; envelope
2-s2.0-85073716764,10.1016/j.solener.2019.10.021,Thermo and light-responsive building envelope: Energy analysis under different climate conditions,2019,Solar Energy,Article,Roof:0.879; Building envelope:0.863; Envelope (radar):0.707; Environmental science:0.608; Efficient energy use:0.55; Energy (signal processing):0.472; Thermal:0.459; Thermal mass:0.45,uncertain,soft_motion_facade,ai,soft:responsive | bldg:building; envelope
2-s2.0-85072712874,10.1016/j.enconman.2019.112078,Novel methodology for detecting non-ideal operating conditions for grid-connected photovoltaic plants using Internet of Things architecture,2019,Energy Conversion and Management,Article,Photovoltaic system:0.847; Context (archaeology):0.501; Reliability engineering:0.482; Reliability (semiconductor):0.478; Computer science:0.46; Shading:0.435; Grid:0.432; Electricity generation:0.421,uncertain,facade_no_explicit_motion,ai,bldg:architect
2-s2.0-85072753526,10.1016/j.enbuild.2019.109454,Evaluation of climate-based daylighting techniques for complex fenestration and shading systems,2019,Energy and Buildings,Article,Daylight:0.904; Facade:0.721; Radiance:0.582; Computer science:0.581; Daylighting:0.58; Glazing:0.561; Rendering (computer graphics):0.481; Fenestration:0.457,uncertain,facade_no_explicit_motion,ai,bldg:daylight; facade; fenestration
2-s2.0-85077305362,10.1145/3363459.3363538,"Advanced daylight admission systems using auxetic structures in Florida, USA",2019,Urbsys 2019 Proceedings of the 1st ACM International Workshop on Urban Building Energy Sensing Controls Big Data Analysis and Visualization Part of Buildsys 2019,Conference Paper,Glazing:0.921; Daylight:0.885; GLARE:0.863; Architectural engineering:0.601; Daylighting:0.59; Illuminance:0.575; Shading:0.522; Computer science:0.499,uncertain,facade_no_explicit_motion,ai,bldg:architect; daylight; glazing
2-s2.0-85071987660,10.1016/j.buildenv.2019.106396,Interactive kinetic façade: Improving visual comfort based on dynamic daylight and occupant's positions by 2D and 3D shape changes,2019,Building and Environment,Article,Daylight:0.945; Facade:0.902; Daylighting:0.599; Parametric statistics:0.468; Architectural engineering:0.434; Computer science:0.432; Parametric design:0.425; Simulation:0.411,include,kinetic_facade,rule,strong:kinetic; shape chang | soft:dynamic; interactive | bldg:architect; daylight; facade
2-s2.0-85071466157,10.1016/j.scs.2019.101782,Form-finding mechanism derived from plant movement in response to environmental conditions for building envelopes,2019,Sustainable Cities and Society,Article,Architectural engineering:0.671; Building envelope:0.623; Architecture:0.604; Building design:0.468; Building science:0.465; Systems engineering:0.456; Computer science:0.453; Design elements and principles:0.442,include,kinetic_facade,rule,strong:movement | bldg:architect; building; envelope
2-s2.0-85075590950,10.6113/JPE.2019.19.6.1566,Adaptive partial shading determinant algorithm for solar array systems,2019,Journal of Power Electronics,Article,Shading:0.813; Algorithm:0.474; Computer science:0.415; Mathematics:0.386; Computer graphics (images):0.098,exclude,PV_electrical,ai_rescreen,soft:adaptive
2-s2.0-85075278082,10.35940/ijitee.K2456.119119,Diagnosis of cervical cancer using CLAHE and SGLDM on RGB pap smear images through ANN,2019,International Journal of Innovative Technology and Exploring Engineering,Article,Adaptive histogram equalization:0.838; Artificial intelligence:0.629; Computer science:0.595; Histogram:0.568; Histogram equalization:0.553; Pattern recognition (psychology):0.478; RGB color model:0.426; Feature extraction:0.417,exclude,biomed_biology,ai_rescreen,soft:adaptive
2-s2.0-85068889316,10.1016/j.apenergy.2019.113506,Thermally responsive coating on building heating and cooling energy efficiency and indoor comfort improvement,2019,Applied Energy,Article,Thermal comfort:0.777; Coating:0.769; Environmental science:0.565; HVAC:0.51; Materials science:0.465; Degree (music):0.462; Cooling load:0.442; Operative temperature:0.412,uncertain,soft_motion_facade,ai,soft:responsive | bldg:building; hvac; indoor
2-s2.0-85077108822,,A complex pattern of autonomic dysfunction in familial Mediterranean fever. Results from a controlled cross-sectional study,2019,Clinical and Experimental Rheumatology,Article,Medicine:0.941; Familial Mediterranean fever:0.782; Heart rate variability:0.67; Internal medicine:0.643; Pupillometry:0.626; Blood pressure:0.57; Orthostatic vital signs:0.558; Gastroenterology:0.469,exclude,biomed_biology,ai_rescreen,
2-s2.0-85074426311,10.1088/1757-899X/609/3/032006,A test bed for thermal fluid dynamic analysis of double skin facade systems,2019,Iop Conference Series Materials Science and Engineering,Conference Paper,Facade:0.84; Parametric statistics:0.544; Simulation:0.519; Thermal:0.516; Full scale:0.516; Mockup:0.463; Sample (material):0.436; Structural engineering:0.425,uncertain,soft_motion_facade,ai,soft:dynamic | bldg:double skin; facade
2-s2.0-85074712085,10.1088/1757-899X/609/7/072027,Control method for adaptive fa?ades based on energy conservation and glare protection strategies,2019,Iop Conference Series Materials Science and Engineering,Conference Paper,Shading:0.872; GLARE:0.844; Computer science:0.619; Energy conservation:0.589; Energy (signal processing):0.557; Range (aeronautics):0.531; Control (management):0.453; Environmental science:0.377,uncertain,soft_motion_facade,ai,soft:adaptive | bldg:fa?ade
2-s2.0-85074473636,10.1088/1757-899X/609/6/062003,A simulation study on the performance of double skin facąde through experimental design methods and analysis of variance,2019,Iop Conference Series Materials Science and Engineering,Conference Paper,Facade:0.722; Airflow:0.71; Parametric statistics:0.663; Building envelope:0.608; Simulation:0.561; Sensitivity (control systems):0.501; Natural ventilation:0.47; Boundary value problem:0.459,uncertain,facade_no_explicit_motion,ai,bldg:building; double skin; envelope
2-s2.0-85074688353,10.1088/1757-899X/609/7/072067,The energy retrofit of building fa?ades in 22@ innovation district of Barcelona: Energy performance and cost-benefit analysis.,2019,Iop Conference Series Materials Science and Engineering,Conference Paper,Context (archaeology):0.617; Thermal comfort:0.579; Directive:0.576; Energy performance:0.551; Thriving:0.533; Architectural engineering:0.531; Zero-energy building:0.506; Efficient energy use:0.465,uncertain,facade_no_explicit_motion,ai,bldg:architect; building; fa?ade
2-s2.0-85068161154,10.1080/23744731.2019.1620578,Numerical optimization of integrated passive heating and cooling systems yields simple protocols for building energy decarbonization,2019,Science and Technology for the Built Environment,Article,Passive cooling:0.627; Cooling load:0.522; Demand response:0.485; Thermal comfort:0.418; Environmental science:0.39; Computer science:0.384; Simulation:0.374; Engineering:0.339,uncertain,building_generic,ai,bldg:building; thermal comfort
2-s2.0-85069661354,10.1016/j.engstruct.2019.109415,Dynamic identification of a masonry façade from seismic response data based on an elementary Ordinary Least Squares approach,2019,Engineering Structures,Article,Masonry:0.829; Structural engineering:0.692; Facade:0.641; Ordinary least squares:0.538; Seismic hazard:0.476; Engineering:0.44; Identification (biology):0.44; Accelerometer:0.418,uncertain,soft_motion_facade,ai,soft:dynamic | bldg:facade; façade
2-s2.0-85067042246,10.1016/j.autcon.2019.102857,Integrated parametric design of adaptive facades for user's visual comfort,2019,Automation in Construction,Article,Daylighting:0.523; Computer science:0.521; Flexibility (engineering):0.495; Parametric design:0.488; Parametric statistics:0.487; Workflow:0.465; Modular design:0.459; Daylight:0.43,uncertain,soft_motion_facade,ai,soft:adaptive | bldg:daylight; facade
2-s2.0-85066233857,10.1016/j.apenergy.2019.113335,Thermochromic glazing performance: From component experimental characterisation to whole building performance evaluation,2019,Applied Energy,Article,Glazing:0.984; Building envelope:0.643; Daylight:0.557; Building energy simulation:0.53; Solar gain:0.419; Thermal:0.4; Architectural engineering:0.395; Computer science:0.365,exclude,optical_static,rule,optical:thermochrom
2-s2.0-85068876939,10.1016/j.enbuild.2019.07.004,A review of heat transfer characteristics of switchable insulation technologies for thermally adaptive building envelopes,2019,Energy and Buildings,Review,Thermal insulation:0.608; Architectural engineering:0.606; Building envelope:0.593; Emerging technologies:0.592; Aerospace:0.576; Automotive industry:0.493; Envelope (radar):0.487; Space (punctuation):0.442,uncertain,soft_motion_facade,ai,soft:adaptive | bldg:architect; building; envelope
2-s2.0-85071003124,10.1016/j.solener.2019.07.027,Impact of different control strategies of perforated curved louvers on the visual comfort and energy consumption of office buildings in different climates,2019,Solar Energy,Article,Louver:0.948; Energy consumption:0.602; Architectural engineering:0.566; Environmental science:0.548; Consumption (sociology):0.472; Meteorology:0.322; Civil engineering:0.21; Engineering:0.155,uncertain,facade_no_explicit_motion,ai,bldg:architect; building; louver
