eid,doi,title,year,source,issn,volume,issue,pageRange,doctype,first_author,author_names,author_ids,affilname,affiliation_country,citedby_count,openaccess,authkeywords,oa_match,oa_title_sim,openalex_id,oa_authors,oa_n_authors,oa_institutions,oa_countries,oa_rors,oa_concepts,oa_topics,oa_n_referenced_works,oa_cited_by_count,oa_counts_by_year,oa_is_oa,oa_oa_status,oa_source,oa_issn,oa_pub_year,oa_type,cr_match,cr_funders,cr_n_funders,cr_license_types,cr_has_license,cr_reference_count,cr_issn,cr_container_title,cr_published_year,cr_type
2-s2.0-85100081620,10.1016/j.enbuild.2021.110739,"Assessment of control strategy of adaptive façades for heating, cooling, lighting energy conservation and glare prevention",2021,Energy and Buildings,03787788,235,,,Article,Lee D.,,,Inha University,South Korea,35,0,,doi,,https://openalex.org/W3119594889,Dongseok Lee; Young-Hum Cho; Jae-Hun Jo,3,Inha University; Yeungnam University,KR,https://ror.org/01easw929; https://ror.org/05yc6p159,GLARE:0.89; Daylighting:0.82; Shading:0.724; Energy conservation:0.617; Daylight:0.539; Range (aeronautics):0.509; Energy (signal processing):0.477; Control (management):0.438,Building Energy and Comfort Optimization; Urban Heat Island Mitigation; Wind and Air Flow Studies,60,40.0,"[{""year"": 2026, ""cited_by_count"": 4}, {""year"": 2025, ""cited_by_count"": 8}, {""year"": 2024, ""cited_by_count"": 10}, {""year"": 2023, ""cited_by_count"": 5}, {""year"": 2022, ""cited_by_count"": 11}, {""year"": 2021, ""cited_by_count"": 2}]",False,closed,Energy and Buildings,0378-7788; 1872-6178,2021.0,article,doi,"Ministry of Land, Infrastructure and Transport; Ministry of Science, ICT and Future Planning; National Research Foundation of Korea",3,stm-asf; tdm,True,59.0,0378-7788,Energy and Buildings,2021.0,journal-article
2-s2.0-85098191209,10.1016/j.energy.2020.119557,Optimal design of an Origami-inspired kinetic façade by balancing composite motion optimization for improving daylight performance and energy efficiency,2021,Energy,03605442,219,,,Article,Le-Thanh L.,,,Van Lang University,Viet Nam,88,0,,doi,,https://openalex.org/W3111233914,Thanh-Luan Le; Thang Le-Duc; Hung Ngo-Minh; Quoc Hung Nguyen; H. Nguyen‐Xuan,5,Van Lang University; Vietnamese-German University; Sejong University; HUTECH University; Ho Chi Minh City University of Technology,VN; KR,https://ror.org/02ryrf141; https://ror.org/01jxtqc31; https://ror.org/00aft1q37; https://ror.org/05xpj2n48; https://ror.org/04qva2324,Daylight:0.961; Shading:0.69; Sunlight:0.548; Energy consumption:0.516; Computer science:0.482; Efficient energy use:0.458; Simulation:0.423; Architectural engineering:0.397,Building Energy and Comfort Optimization; Urban Heat Island Mitigation; Impact of Light on Environment and Health,38,80.0,"[{""year"": 2026, ""cited_by_count"": 9}, {""year"": 2025, ""cited_by_count"": 16}, {""year"": 2024, ""cited_by_count"": 23}, {""year"": 2023, ""cited_by_count"": 14}, {""year"": 2022, ""cited_by_count"": 16}, {""year"": 2021, ""cited_by_count"": 2}]",False,closed,Energy,0360-5442; 1873-6785,2020.0,article,doi,,0,tdm,True,38.0,0360-5442,Energy,2021.0,journal-article
2-s2.0-85099219026,10.1016/j.buildenv.2020.107570,Ten questions concerning co-simulation for performance prediction of advanced building envelopes,2021,Building and Environment,03601323,191,,,Article,Taveres-Cachat E.,,,Norges Teknisk-Naturvitenskapelige Universitet;SINTEF Foundation for Scientific and Industrial Research,Norway;Norway,44,1,,doi,,https://openalex.org/W3120780798,Ellika Taveres-Cachat; Fabio Favoino; Roel Loonen; Francesco Goia,4,SINTEF; Norwegian University of Science and Technology; SINTEF Community; Politecnico di Torino; Eindhoven University of Technology,NO; IT; NL,https://ror.org/01f677e56; https://ror.org/05xg72x27; https://ror.org/01zj15q98; https://ror.org/00bgk9508; https://ror.org/02c2kyt77,Workflow:0.695; Systems engineering:0.628; Field (mathematics):0.561; Computer science:0.489; Sustainability:0.47; Co-simulation:0.46; Safeguarding:0.455; Process management:0.388,Building Energy and Comfort Optimization; Facilities and Workplace Management; BIM and Construction Integration,84,47.0,"[{""year"": 2026, ""cited_by_count"": 2}, {""year"": 2025, ""cited_by_count"": 7}, {""year"": 2024, ""cited_by_count"": 9}, {""year"": 2023, ""cited_by_count"": 11}, {""year"": 2022, ""cited_by_count"": 14}, {""year"": 2021, ""cited_by_count"": 4}]",True,hybrid,Building and Environment,0360-1323; 1873-684X,2021.0,article,doi,Norges Teknisk-Naturvitenskapelige Universitet,1,tdm; vor,True,110.0,0360-1323,Building and Environment,2021.0,journal-article
2-s2.0-85098989371,10.1016/j.jobe.2020.102113,Self-shaping building skin: Comparative environmental performance investigation of shape-memory-alloy (SMA) response and artificial-intelligence (AI) kinetic control,2021,Journal of Building Engineering,,35,,,Article,Yi H.,,,Ajou University,South Korea,36,0,,doi,,https://openalex.org/W3117306837,Hwang Yi; Yuri Kim,2,Ajou University,KR,https://ror.org/03tzb2h73,SMA*:0.774; Daylight:0.718; Shape-memory alloy:0.56; Illuminance:0.527; Thermal comfort:0.509; Smart material:0.508; Computer science:0.449; Simulation:0.412,Building Energy and Comfort Optimization; Aerogels and thermal insulation,68,33.0,"[{""year"": 2026, ""cited_by_count"": 1}, {""year"": 2025, ""cited_by_count"": 9}, {""year"": 2024, ""cited_by_count"": 5}, {""year"": 2023, ""cited_by_count"": 6}, {""year"": 2022, ""cited_by_count"": 9}, {""year"": 2021, ""cited_by_count"": 3}]",False,closed,Journal of Building Engineering,2352-7102,2020.0,article,doi,Ajou University; National Research Foundation of Korea; National Research Foundation of Korea,3,stm-asf; tdm,True,60.0,2352-7102,Journal of Building Engineering,2021.0,journal-article
2-s2.0-85088952684,10.1016/j.asej.2020.07.007,Thermal performance optimization of parametric building envelope based on bio-mimetic inspiration,2021,Ain Shams Engineering Journal,20904479,12,1,1133-1142,Review,Abdel-Rahman W.S.M.,,,Faculty of Engineering at Shoubra,Egypt,28,1,,doi,,https://openalex.org/W3045758845,Wael Salah Mansour Abdel-Rahman,1,Benha University,EG,https://ror.org/03tn5ee41,Building envelope:0.817; Envelope (radar):0.807; Thermal:0.678; Parametric design:0.636; Parametric statistics:0.61; Genetic algorithm:0.57; Engineering:0.472; Building model:0.441,Building Energy and Comfort Optimization; Architecture and Computational Design; Color perception and design,30,37.0,"[{""year"": 2026, ""cited_by_count"": 1}, {""year"": 2025, ""cited_by_count"": 8}, {""year"": 2024, ""cited_by_count"": 8}, {""year"": 2023, ""cited_by_count"": 10}, {""year"": 2022, ""cited_by_count"": 10}]",True,gold,Ain Shams Engineering Journal,2090-4479; 2090-4495,2020.0,article,doi,,0,tdm; vor,True,41.0,2090-4479,Ain Shams Engineering Journal,2021.0,journal-article
2-s2.0-85086149629,10.1108/TR-05-2019-0173,Hospitality technology progress towards intelligent buildings: a perspective article,2021,Tourism Review,16605373,76,1,69-73,Review,Leung R.,,,I-Shou University,Taiwan,30,0,,doi,,https://openalex.org/W3034479116,Rosanna Leung,1,I-Shou University,TW,https://ror.org/04d7e4m76,Hospitality:0.806; Originality:0.641; Hospitality industry:0.562; Big data:0.56; Tourism:0.543; Facility management:0.536; Cloud computing:0.523; Computer science:0.498,Digital Marketing and Social Media; Sharing Economy and Platforms; Consumer Retail Behavior Studies,17,35.0,"[{""year"": 2026, ""cited_by_count"": 5}, {""year"": 2025, ""cited_by_count"": 5}, {""year"": 2024, ""cited_by_count"": 5}, {""year"": 2023, ""cited_by_count"": 5}, {""year"": 2022, ""cited_by_count"": 8}, {""year"": 2021, ""cited_by_count"": 5}, {""year"": 2020, ""cited_by_count"": 2}]",False,closed,Tourism Review,1660-5373; 1759-8451,2020.0,article,doi,,0,tdm,True,23.0,1660-5373; 1660-5373,Tourism Review,2020.0,journal-article
2-s2.0-85096851236,10.1016/j.applthermaleng.2020.116331,"Deployment and control of adaptive building facades for energy generation, thermal insulation, ventilation and daylighting: A review",2021,Applied Thermal Engineering,13594311,185,,,Article,Alkhatib H.,,,"Technological University Dublin;MaREI, the SFI Research Centre for Energy, Climate and Marine",Ireland;Ireland,97,1,,doi,,https://openalex.org/W3101221725,H. Alkhatib; Philippe Lemarchand; Brian Norton; Dominic O’Sullivan,4,Technological University Dublin; International Energy Research Centre; University College Cork,IE,https://ror.org/04t0qbt32; https://ror.org/025jtyf63; https://ror.org/03265fv13,Daylighting:0.924; Architectural engineering:0.764; Thermal insulation:0.579; Software deployment:0.508; Ventilation (architecture):0.5; Thermal comfort:0.465; Engineering:0.42; Thermal:0.414,Building Energy and Comfort Optimization; Urban Heat Island Mitigation; Impact of Light on Environment and Health,193,111.0,"[{""year"": 2026, ""cited_by_count"": 3}, {""year"": 2025, ""cited_by_count"": 24}, {""year"": 2024, ""cited_by_count"": 27}, {""year"": 2023, ""cited_by_count"": 24}, {""year"": 2022, ""cited_by_count"": 22}, {""year"": 2021, ""cited_by_count"": 11}]",True,hybrid,Applied Thermal Engineering,1359-4311; 1873-5606,2020.0,review,doi,Science Foundation Ireland,1,tdm; vor,True,175.0,1359-4311,Applied Thermal Engineering,2021.0,journal-article
2-s2.0-85101498447,10.1002/celc.202001595,Electrochromic Polymer Ink Derived from a Sidechain-Modified EDOT for Electrochromic Devices with Colorless Bright State,2021,Chemelectrochem,,8,4,726-734,Article,Macher S.,,,Fraunhofer Institute for Silicate Research ISC,Germany,9,1,,doi,,https://openalex.org/W3127697418,Sven Macher; Mauro Sassi; Luca Beverina; Uwe Posset; Marco Schott; Guinevere A. Giffin; Peer Löbmann,7,Fraunhofer Institute for Silicate Research; University of Milano-Bicocca,DE; IT,https://ror.org/05gnv4a66; https://ror.org/01ynf4891,Electrochromism:0.899; Materials science:0.795; Polymer:0.557; Nanotechnology:0.524; Inkwell:0.517; Coating:0.475; Electrochromic devices:0.45; Thin film:0.443,Conducting polymers and applications; Transition Metal Oxide Nanomaterials; Organic Electronics and Photovoltaics,41,8.0,"[{""year"": 2025, ""cited_by_count"": 3}, {""year"": 2024, ""cited_by_count"": 1}, {""year"": 2023, ""cited_by_count"": 2}, {""year"": 2022, ""cited_by_count"": 2}]",True,hybrid,ChemElectroChem,2196-0216,2021.0,article,doi,,0,vor,True,54.0,2196-0216; 2196-0216,ChemElectroChem,2021.0,journal-article
2-s2.0-85105520156,10.3390/en14040953,An improved cuckoo search algorithm for maximum power point tracking of photovoltaic systems under partial shading conditions,2021,Energies,,14,4,,Article,Eltamaly A.M.,,,King Saud University;Faculty of Engineering;K.A. CARE Energy Research and Innovation Center,Saudi Arabia;Egypt;Saudi Arabia,129,1,,doi,,https://openalex.org/W3127863540,Ali M. Eltamaly,1,Mansoura University; King Saud University,EG; SA,https://ror.org/01k8vtd75; https://ror.org/02f81g417,Cuckoo search:0.869; Maximum power point tracking:0.785; Photovoltaic system:0.708; Shading:0.57; Computer science:0.52; Convergence (economics):0.469; Control theory (sociology):0.448; Swarm behaviour:0.414,Photovoltaic System Optimization Techniques; solar cell performance optimization; Solar Thermal and Photovoltaic Systems,31,129.0,"[{""year"": 2026, ""cited_by_count"": 3}, {""year"": 2025, ""cited_by_count"": 28}, {""year"": 2024, ""cited_by_count"": 24}, {""year"": 2023, ""cited_by_count"": 39}, {""year"": 2022, ""cited_by_count"": 27}, {""year"": 2021, ""cited_by_count"": 8}]",True,gold,Energies,1996-1073,2021.0,article,doi,"Deanship of Scientific Research, King Saud University",1,vor,True,34.0,1996-1073,Energies,2021.0,journal-article
2-s2.0-85097079203,10.1016/j.autcon.2020.103464,A review of occupant-centric control strategies for adaptive facades,2021,Automation in Construction,09265805,122,,,Review,Tabadkani A.,,,Deakin University,Australia,52,0,,doi,,https://openalex.org/W3107563159,Amir Tabadkani; Astrid Roetzel; Hong Li; Aris Tsangrassoulis,4,Deakin University; University of Thessaly,AU; GR,https://ror.org/02czsnj07; https://ror.org/04v4g9h31,Daylight:0.722; Control (management):0.607; Architectural engineering:0.596; Shading:0.519; Computer science:0.483; Smart lighting:0.471; Limiting:0.441; Human–computer interaction:0.437,Building Energy and Comfort Optimization; Urban Heat Island Mitigation; Impact of Light on Environment and Health,75,53.0,"[{""year"": 2026, ""cited_by_count"": 4}, {""year"": 2025, ""cited_by_count"": 12}, {""year"": 2024, ""cited_by_count"": 12}, {""year"": 2023, ""cited_by_count"": 11}, {""year"": 2022, ""cited_by_count"": 11}, {""year"": 2021, ""cited_by_count"": 3}]",False,closed,Automation in Construction,0926-5805; 1872-7891,2020.0,review,doi,,0,tdm,True,72.0,0926-5805,Automation in Construction,2021.0,journal-article
2-s2.0-85096372838,10.1016/j.enbuild.2020.110589,Development of a performance-based design framework for multifunctional climate-responsive façades,2021,Energy and Buildings,03787788,231,,,Article,Soudian S.,,,Toronto Metropolitan University,Canada,42,0,,doi,,https://openalex.org/W3097177404,Shahrzad Soudian; Umberto Berardi,2,Toronto Metropolitan University,CA,https://ror.org/05g13zd79,CRFS:0.902; Computer science:0.551; Selection (genetic algorithm):0.548; Systems engineering:0.468; Conceptual design:0.45; Engineering:0.35; Architectural engineering:0.347; Conditional random field:0.203,Solar Energy Systems and Technologies; Building Energy and Comfort Optimization; Facilities and Workplace Management,75,46.0,"[{""year"": 2026, ""cited_by_count"": 6}, {""year"": 2025, ""cited_by_count"": 7}, {""year"": 2024, ""cited_by_count"": 7}, {""year"": 2023, ""cited_by_count"": 11}, {""year"": 2022, ""cited_by_count"": 8}, {""year"": 2021, ""cited_by_count"": 6}, {""year"": 2020, ""cited_by_count"": 1}]",False,closed,Energy and Buildings,0378-7788; 1872-6178,2020.0,article,doi,"Canadian Network for Research and Innovation in Machining Technology, Natural Sciences and Engineering Research Council of Canada",1,stm-asf; tdm,True,74.0,0378-7788,Energy and Buildings,2021.0,journal-article
2-s2.0-85096829796,10.1016/j.enbuild.2020.110607,Passive control strategies for cooling a non-residential nearly zero energy office: Simulated comfort resilience now and in the future,2021,Energy and Buildings,03787788,231,,,Article,O' Donovan A.,,,Munster Technological University (MTU),Ireland,43,1,,doi,,https://openalex.org/W3097487243,Adam Donovan; Michael D. Murphy; Paul D. O’Sullivan,3,Munster Technological University,IE,https://ror.org/013xpqh61,Overheating (electricity):0.904; Thermal comfort:0.725; TRNSYS:0.618; Passive cooling:0.586; Environmental science:0.556; Thermal mass:0.486; Passive solar building design:0.436; Simulation:0.321,Building Energy and Comfort Optimization; Urban Heat Island Mitigation; Wind and Air Flow Studies,42,48.0,"[{""year"": 2026, ""cited_by_count"": 7}, {""year"": 2025, ""cited_by_count"": 7}, {""year"": 2024, ""cited_by_count"": 5}, {""year"": 2023, ""cited_by_count"": 11}, {""year"": 2022, ""cited_by_count"": 10}, {""year"": 2021, ""cited_by_count"": 8}]",True,hybrid,Energy and Buildings,0378-7788; 1872-6178,2020.0,article,doi,Cork Institute of Technology; Sustainable Energy Authority of Ireland,2,tdm; vor,True,67.0,0378-7788,Energy and Buildings,2021.0,journal-article
2-s2.0-85136112302,10.1016/B978-0-12-822477-9.00018-8,Biomimetic adaptive building skins: design and performance,2021,Rethinking Building Skins Transformative Technologies and Research Trajectories,,,,181-200,Book Chapter,Kuru A.,,,The University of Sydney;UNSW Sydney,Australia;Australia,4,0,,doi,,https://openalex.org/W4206076126,Aysu Kuru; Philip Oldfield; Stephen P. Bonser; Francesco Fiorito,4,University of Sydney; UNSW Sydney; Environmental Earth Sciences; Polytechnic University of Bari,AU; IT,https://ror.org/0384j8v12; https://ror.org/03r8z3t63; https://ror.org/04rnwed46; https://ror.org/03c44v465,Architectural engineering:0.582; Engineering:0.372; Computer science:0.369,Building Energy and Comfort Optimization; Architecture and Computational Design; Design Education and Practice,62,5.0,"[{""year"": 2025, ""cited_by_count"": 2}, {""year"": 2024, ""cited_by_count"": 1}, {""year"": 2023, ""cited_by_count"": 1}, {""year"": 2022, ""cited_by_count"": 1}]",False,closed,Elsevier eBooks,,2022.0,book-chapter,doi,,0,stm-asf; tdm,True,71.0,,Rethinking Building Skins,2022.0,book-chapter
2-s2.0-85124765122,,An Autonomous Bio-Inspired Shading Façade System based on Plant Movement Principles,2021,Proceedings of the International Conference on Education and Research in Computer Aided Architectural Design in Europe,26841843,2,,463-472,Conference Paper,Sharp A.,,,University of Waterloo,Canada,1,0,,none,,,,0,,,,,,0,,,,,,,,,none,,0,,False,,,,,
2-s2.0-85124652049,10.52842/conf.ecaade.2021.1.365,Towards a Digital Workflow for Designing Bistable Kinetic Façades,2021,Proceedings of the International Conference on Education and Research in Computer Aided Architectural Design in Europe,26841843,1,,365-372,Conference Paper,Vazquez E.,,,Pennsylvania State University,United States,5,1,,doi,,https://openalex.org/W4285545272,Elena Vazquez; Berfin Evrim; José Duarte,3,Pennsylvania State University,US,https://ror.org/04p491231,Bistability:0.954; Workflow:0.768; Computer science:0.648; Facade:0.56; Kinetic energy:0.426; Mechanical engineering:0.392; Simulation:0.333; Materials science:0.305,Architecture and Computational Design; Tactile and Sensory Interactions; Building Energy and Comfort Optimization,16,0.0,[],True,bronze,eCAADe proceedings,2684-1843,2021.0,article,doi,,0,,False,0.0,2684-1843,eCAADe proceedings,2021.0,proceedings-article
2-s2.0-85112286642,10.1080/23311983.2021.1960699,A typology of adaptive façades. An empirical study based on the morphology of glazed facades,2021,Cogent Arts and Humanities,,8,1,,Article,Brzezicki M.,,,Politechnika Wrocławska,Poland,10,1,,doi,,https://openalex.org/W3189734555,Marcin Brzezicki,1,Wrocław University of Science and Technology; AGH University of Krakow,PL,https://ror.org/008fyn775; https://ror.org/00bas1c41,Glazing:0.87; Shading:0.784; Facade:0.693; Envelope (radar):0.677; Architectural engineering:0.628; Building envelope:0.605; Typology:0.563; Relation (database):0.55,Building Energy and Comfort Optimization; Architecture and Art History Studies; Architecture and Computational Design,41,9.0,"[{""year"": 2026, ""cited_by_count"": 1}, {""year"": 2025, ""cited_by_count"": 2}, {""year"": 2024, ""cited_by_count"": 3}, {""year"": 2023, ""cited_by_count"": 1}, {""year"": 2022, ""cited_by_count"": 1}, {""year"": 2021, ""cited_by_count"": 1}]",True,gold,Cogent Arts and Humanities,2331-1983,2021.0,article,doi,Narodowe Centrum Nauki,1,vor,True,50.0,2331-1983,Cogent Arts &amp; Humanities,2021.0,journal-article
